"TID","fare_amount"
"AJX000138725",14.20716861
"AJX000138726",10.9263338
"AJX000138727",11.41616725
"AJX000138728",15.38706772
"AJX000138729",10.93029738
"AJX000138730",16.07695382
"AJX000138731",10.35755237
"AJX000138732",11.2179494
"AJX000138733",11.83703312
"AJX000138734",11.27019753
"AJX000138735",9.998528492
"AJX000138736",13.4439335
"AJX000138737",12.98307348
"AJX000138738",11.15979527
"AJX000138739",11.2179494
"AJX000138740",11.85750486
"AJX000138741",32.83656269
"AJX000138742",10.40094049
"AJX000138743",11.31029003
"AJX000138744",13.99679435
"AJX000138745",12.65325908
"AJX000138746",13.84053634
"AJX000138747",10.28232628
"AJX000138748",11.17590938
"AJX000138749",10.85483384
"AJX000138750",12.73858404
"AJX000138751",10.73635583
"AJX000138752",11.5516979
"AJX000138753",12.07575601
"AJX000138754",12.02515635
"AJX000138755",14.46627811
"AJX000138756",12.36599587
"AJX000138757",11.17590938
"AJX000138758",10.03060338
"AJX000138759",13.84794305
"AJX000138760",10.41856776
"AJX000138761",10.44816453
"AJX000138762",10.03060338
"AJX000138763",10.03060338
"AJX000138764",11.30590344
"AJX000138765",11.12995808
"AJX000138766",89.39707743
"AJX000138767",51.44812045
"AJX000138768",22.02380728
"AJX000138769",10.85168309
"AJX000138770",61.06124157
"AJX000138771",11.20879126
"AJX000138772",10.6008714
"AJX000138773",10.04407519
"AJX000138774",13.01218356
"AJX000138775",40.1556635
"AJX000138776",11.89893319
"AJX000138777",52.37578271
"AJX000138778",11.33203791
"AJX000138779",11.60269945
"AJX000138780",11.61546034
"AJX000138781",13.72435526
"AJX000138782",11.9647373
"AJX000138783",10.37294628
"AJX000138784",11.56300257
"AJX000138785",10.81487419
"AJX000138786",11.89167571
"AJX000138787",43.04751418
"AJX000138788",12.01690419
"AJX000138789",21.65284005
"AJX000138790",11.7373358
"AJX000138791",21.47680865
"AJX000138792",36.59906236
"AJX000138793",18.29174445
"AJX000138794",11.66994287
"AJX000138795",14.56284428
"AJX000138796",69.08415524
"AJX000138797",25.65073787
"AJX000138798",10.62035459
"AJX000138799",15.85553754
"AJX000138800",17.53544774
"AJX000138801",10.93532857
"AJX000138802",13.01186681
"AJX000138803",13.33286341
"AJX000138804",15.54835706
"AJX000138805",38.4711544
"AJX000138806",16.53193085
"AJX000138807",18.36669925
"AJX000138808",10.95515297
"AJX000138809",11.17590938
"AJX000138810",58.61178128
"AJX000138811",11.80083745
"AJX000138812",11.1860627
"AJX000138813",46.43052785
"AJX000138814",18.73399953
"AJX000138815",11.19896636
"AJX000138816",10.67007516
"AJX000138817",21.83874272
"AJX000138818",11.24941323
"AJX000138819",12.15491507
"AJX000138820",10.39477665
"AJX000138821",35.6613645
"AJX000138822",12.05237
"AJX000138823",10.97954811
"AJX000138824",10.58807373
"AJX000138825",29.327283
"AJX000138826",10.61663496
"AJX000138827",39.85597349
"AJX000138828",11.79332136
"AJX000138829",15.64347799
"AJX000138830",11.85338281
"AJX000138831",11.55288119
"AJX000138832",11.37268791
"AJX000138833",11.1404364
"AJX000138834",13.20667788
"AJX000138835",12.88363977
"AJX000138836",10.09249222
"AJX000138837",12.7927726
"AJX000138838",11.38429364
"AJX000138839",16.4130909
"AJX000138840",13.62055837
"AJX000138841",11.97308556
"AJX000138842",13.26835801
"AJX000138843",13.44488134
"AJX000138844",11.55291086
"AJX000138845",12.41318346
"AJX000138846",10.44816453
"AJX000138847",11.01507383
"AJX000138848",64.98961295
"AJX000138849",10.05347119
"AJX000138850",13.0450996
"AJX000138851",13.96465754
"AJX000138852",11.22393965
"AJX000138853",10.07092376
"AJX000138854",14.32247279
"AJX000138855",14.6447206
"AJX000138856",11.32821675
"AJX000138857",15.97093493
"AJX000138858",29.76878826
"AJX000138859",11.67245778
"AJX000138860",40.69466439
"AJX000138861",14.83401875
"AJX000138862",10.97983084
"AJX000138863",17.3666872
"AJX000138864",13.36102496
"AJX000138865",10.8138021
"AJX000138866",10.76575737
"AJX000138867",9.961624745
"AJX000138868",14.8017784
"AJX000138869",11.22085315
"AJX000138870",11.25781675
"AJX000138871",11.46956189
"AJX000138872",13.98667883
"AJX000138873",10.53285796
"AJX000138874",11.6346001
"AJX000138875",50.00968859
"AJX000138876",10.82842263
"AJX000138877",70.45117194
"AJX000138878",10.74786712
"AJX000138879",10.06273883
"AJX000138880",11.20401448
"AJX000138881",17.00727474
"AJX000138882",13.36927143
"AJX000138883",12.20879125
"AJX000138884",12.3092569
"AJX000138885",34.8868158
"AJX000138886",11.2179494
"AJX000138887",41.93535468
"AJX000138888",14.57708324
"AJX000138889",30.35202718
"AJX000138890",13.34554111
"AJX000138891",17.03394525
"AJX000138892",16.02215274
"AJX000138893",58.57741777
"AJX000138894",11.73452499
"AJX000138895",11.89893319
"AJX000138896",11.02016605
"AJX000138897",10.96664105
"AJX000138898",12.17314094
"AJX000138899",17.31372136
"AJX000138900",58.45871313
"AJX000138901",10.37102417
"AJX000138902",13.10043039
"AJX000138903",11.14141247
"AJX000138904",11.94845123
"AJX000138905",70.56932453
"AJX000138906",14.3156823
"AJX000138907",13.24061949
"AJX000138908",21.2429269
"AJX000138909",12.00902581
"AJX000138910",17.76289254
"AJX000138911",12.98988339
"AJX000138912",13.04455851
"AJX000138913",10.35755237
"AJX000138914",22.8766263
"AJX000138915",11.17590938
"AJX000138916",10.35755237
"AJX000138917",11.50946539
"AJX000138918",12.05865804
"AJX000138919",10.87961225
"AJX000138920",24.8837279
"AJX000138921",10.26199818
"AJX000138922",12.02722426
"AJX000138923",13.91697088
"AJX000138924",12.63082437
"AJX000138925",11.17590938
"AJX000138926",11.17028533
"AJX000138927",23.01656842
"AJX000138928",10.74786712
"AJX000138929",11.29863957
"AJX000138930",14.69331899
"AJX000138931",13.66927347
"AJX000138932",9.98708005
"AJX000138933",23.20824752
"AJX000138934",12.07093524
"AJX000138935",13.17732996
"AJX000138936",11.77546872
"AJX000138937",14.9996743
"AJX000138938",11.9647373
"AJX000138939",11.07361091
"AJX000138940",13.51374371
"AJX000138941",13.3736378
"AJX000138942",10.37102417
"AJX000138943",9.961624745
"AJX000138944",22.06701084
"AJX000138945",15.56489904
"AJX000138946",10.7431912
"AJX000138947",11.18156436
"AJX000138948",11.00940177
"AJX000138949",11.16068906
"AJX000138950",11.36784486
"AJX000138951",21.81430657
"AJX000138952",11.49218085
"AJX000138953",11.40170326
"AJX000138954",10.9288325
"AJX000138955",10.40094049
"AJX000138956",11.20879126
"AJX000138957",17.23885614
"AJX000138958",10.91315292
"AJX000138959",33.4289736
"AJX000138960",12.11983757
"AJX000138961",17.53544774
"AJX000138962",10.76575737
"AJX000138963",11.54789153
"AJX000138964",58.46272641
"AJX000138965",13.27317451
"AJX000138966",10.73650892
"AJX000138967",10.94409693
"AJX000138968",13.49534071
"AJX000138969",70.56932453
"AJX000138970",11.6932574
"AJX000138971",16.64379649
"AJX000138972",17.35517886
"AJX000138973",12.77657194
"AJX000138974",10.57270683
"AJX000138975",10.95515297
"AJX000138976",18.82790908
"AJX000138977",11.42084739
"AJX000138978",11.17590938
"AJX000138979",10.20366137
"AJX000138980",11.80234454
"AJX000138981",11.61811397
"AJX000138982",10.86120002
"AJX000138983",18.59944337
"AJX000138984",10.8416048
"AJX000138985",11.12995808
"AJX000138986",10.64054331
"AJX000138987",13.38156239
"AJX000138988",61.70490805
"AJX000138989",11.1911376
"AJX000138990",10.38042018
"AJX000138991",11.9567333
"AJX000138992",11.88407207
"AJX000138993",11.5276247
"AJX000138994",10.75352211
"AJX000138995",11.56412671
"AJX000138996",12.1118316
"AJX000138997",16.10689085
"AJX000138998",11.056431
"AJX000138999",10.82209754
"AJX000139000",12.68520022
"AJX000139001",10.46268877
"AJX000139002",11.36529031
"AJX000139003",12.1177165
"AJX000139004",13.66972886
"AJX000139005",10.36320736
"AJX000139006",26.91667884
"AJX000139007",47.48960958
"AJX000139008",12.19862631
"AJX000139009",10.7950739
"AJX000139010",11.02490765
"AJX000139011",10.25405453
"AJX000139012",11.17596343
"AJX000139013",10.87064915
"AJX000139014",11.5040161
"AJX000139015",12.60046313
"AJX000139016",11.86218117
"AJX000139017",10.13661323
"AJX000139018",13.72143499
"AJX000139019",11.63083704
"AJX000139020",11.61707385
"AJX000139021",11.3707238
"AJX000139022",13.34743414
"AJX000139023",13.52762363
"AJX000139024",10.69943201
"AJX000139025",11.72713491
"AJX000139026",11.89418079
"AJX000139027",12.21070914
"AJX000139028",12.99099268
"AJX000139029",10.35755237
"AJX000139030",11.60796064
"AJX000139031",10.44816453
"AJX000139032",12.98814025
"AJX000139033",9.961624745
"AJX000139034",11.29863957
"AJX000139035",15.96014441
"AJX000139036",11.12890247
"AJX000139037",10.44816453
"AJX000139038",11.47200808
"AJX000139039",11.49396272
"AJX000139040",11.07544027
"AJX000139041",12.02917266
"AJX000139042",11.33295858
"AJX000139043",10.31067985
"AJX000139044",10.40094049
"AJX000139045",11.64998603
"AJX000139046",14.8017784
"AJX000139047",11.80289743
"AJX000139048",48.34214227
"AJX000139049",11.07225652
"AJX000139050",10.91399807
"AJX000139051",13.97850802
"AJX000139052",11.8600702
"AJX000139053",11.17590938
"AJX000139054",10.35755237
"AJX000139055",27.67738894
"AJX000139056",21.19766595
"AJX000139057",12.54664086
"AJX000139058",11.55730929
"AJX000139059",11.55156589
"AJX000139060",11.67759705
"AJX000139061",13.29509655
"AJX000139062",21.05761449
"AJX000139063",10.91315292
"AJX000139064",23.73722659
"AJX000139065",11.76973452
"AJX000139066",12.29216455
"AJX000139067",22.49655619
"AJX000139068",12.66074694
"AJX000139069",12.09998473
"AJX000139070",13.24077694
"AJX000139071",15.4168991
"AJX000139072",14.33683551
"AJX000139073",10.91315292
"AJX000139074",44.82045892
"AJX000139075",14.85090251
"AJX000139076",11.31029003
"AJX000139077",14.4002815
"AJX000139078",58.46880599
"AJX000139079",14.8017784
"AJX000139080",11.61707385
"AJX000139081",11.81001949
"AJX000139082",10.35755237
"AJX000139083",63.16162664
"AJX000139084",10.99463219
"AJX000139085",11.49537827
"AJX000139086",12.59765597
"AJX000139087",11.41161485
"AJX000139088",12.7927726
"AJX000139089",10.76778232
"AJX000139090",11.49149642
"AJX000139091",13.91976859
"AJX000139092",13.40749358
"AJX000139093",11.58475591
"AJX000139094",10.73650892
"AJX000139095",12.82663418
"AJX000139096",9.884049729
"AJX000139097",11.97916779
"AJX000139098",12.30849826
"AJX000139099",11.0916713
"AJX000139100",32.17841097
"AJX000139101",13.19834867
"AJX000139102",13.56521113
"AJX000139103",10.47484845
"AJX000139104",11.00419521
"AJX000139105",10.67007516
"AJX000139106",11.70638586
"AJX000139107",10.75445658
"AJX000139108",13.97850802
"AJX000139109",11.60796064
"AJX000139110",13.39056142
"AJX000139111",11.61707385
"AJX000139112",22.04345061
"AJX000139113",15.9254179
"AJX000139114",58.63308433
"AJX000139115",9.894834323
"AJX000139116",12.03819083
"AJX000139117",11.18387191
"AJX000139118",12.41078069
"AJX000139119",13.23561506
"AJX000139120",11.77275257
"AJX000139121",14.04976501
"AJX000139122",13.34834502
"AJX000139123",11.79794529
"AJX000139124",12.08160634
"AJX000139125",10.44816453
"AJX000139126",11.88065474
"AJX000139127",10.03060338
"AJX000139128",11.97487353
"AJX000139129",11.72764478
"AJX000139130",10.35755237
"AJX000139131",10.41568882
"AJX000139132",11.67396961
"AJX000139133",30.9263182
"AJX000139134",10.57037913
"AJX000139135",10.86067661
"AJX000139136",10.95096161
"AJX000139137",10.59975412
"AJX000139138",14.88645311
"AJX000139139",22.80160634
"AJX000139140",11.61546034
"AJX000139141",11.57202913
"AJX000139142",10.23130471
"AJX000139143",14.47055136
"AJX000139144",14.73228609
"AJX000139145",10.65582254
"AJX000139146",14.07295176
"AJX000139147",29.82429061
"AJX000139148",11.77048546
"AJX000139149",13.92844413
"AJX000139150",12.43604253
"AJX000139151",21.98806405
"AJX000139152",57.03891277
"AJX000139153",10.43307169
"AJX000139154",10.73635583
"AJX000139155",11.21456253
"AJX000139156",14.08813981
"AJX000139157",13.60626296
"AJX000139158",21.15581298
"AJX000139159",13.76727798
"AJX000139160",10.91556511
"AJX000139161",11.98560767
"AJX000139162",13.82544698
"AJX000139163",10.11483892
"AJX000139164",13.46928181
"AJX000139165",14.40545058
"AJX000139166",11.19922143
"AJX000139167",24.10296836
"AJX000139168",18.4058602
"AJX000139169",11.82473851
"AJX000139170",11.17590938
"AJX000139171",11.20287673
"AJX000139172",65.44884632
"AJX000139173",10.78913557
"AJX000139174",10.35755237
"AJX000139175",15.3433645
"AJX000139176",10.75802045
"AJX000139177",28.18700925
"AJX000139178",12.27346976
"AJX000139179",67.11487019
"AJX000139180",11.85787307
"AJX000139181",11.9781434
"AJX000139182",11.16308044
"AJX000139183",12.58125522
"AJX000139184",53.51249582
"AJX000139185",13.97850802
"AJX000139186",21.46110893
"AJX000139187",10.97313627
"AJX000139188",33.21027945
"AJX000139189",11.40622492
"AJX000139190",18.98572374
"AJX000139191",13.97770067
"AJX000139192",13.74299236
"AJX000139193",11.62152072
"AJX000139194",11.20879126
"AJX000139195",9.961624745
"AJX000139196",11.29429509
"AJX000139197",11.6925001
"AJX000139198",13.3993475
"AJX000139199",17.62387415
"AJX000139200",23.24914054
"AJX000139201",22.54095661
"AJX000139202",11.17590938
"AJX000139203",12.69909913
"AJX000139204",19.92437699
"AJX000139205",13.97850802
"AJX000139206",24.34912498
"AJX000139207",10.54629865
"AJX000139208",12.26891891
"AJX000139209",10.88345162
"AJX000139210",33.64214796
"AJX000139211",12.15805368
"AJX000139212",69.01020275
"AJX000139213",11.51121747
"AJX000139214",33.39565581
"AJX000139215",11.41394606
"AJX000139216",14.88281748
"AJX000139217",13.23252055
"AJX000139218",18.99709365
"AJX000139219",10.27253629
"AJX000139220",16.7967488
"AJX000139221",13.06453175
"AJX000139222",11.51847861
"AJX000139223",11.65484082
"AJX000139224",11.25380971
"AJX000139225",11.55514901
"AJX000139226",11.65484082
"AJX000139227",13.97850802
"AJX000139228",12.05369779
"AJX000139229",18.25403432
"AJX000139230",11.45896285
"AJX000139231",12.09356145
"AJX000139232",12.6848128
"AJX000139233",16.98241398
"AJX000139234",10.7950739
"AJX000139235",14.78885323
"AJX000139236",11.00332865
"AJX000139237",11.84668839
"AJX000139238",11.3339619
"AJX000139239",11.64743847
"AJX000139240",11.61218139
"AJX000139241",33.97875425
"AJX000139242",11.3125069
"AJX000139243",10.40094049
"AJX000139244",11.59033953
"AJX000139245",13.14339473
"AJX000139246",11.46400211
"AJX000139247",34.59382879
"AJX000139248",11.12053489
"AJX000139249",22.02203687
"AJX000139250",12.94268515
"AJX000139251",10.35755237
"AJX000139252",15.80474006
"AJX000139253",11.81968521
"AJX000139254",11.48844755
"AJX000139255",13.02641274
"AJX000139256",14.50728839
"AJX000139257",16.76233522
"AJX000139258",12.16620416
"AJX000139259",10.8761542
"AJX000139260",10.03060338
"AJX000139261",11.60477711
"AJX000139262",33.41099394
"AJX000139263",10.82209754
"AJX000139264",12.20568444
"AJX000139265",10.33820156
"AJX000139266",10.57376704
"AJX000139267",10.35755237
"AJX000139268",11.71362278
"AJX000139269",11.17590938
"AJX000139270",31.18970358
"AJX000139271",11.12995808
"AJX000139272",15.62800787
"AJX000139273",10.35755237
"AJX000139274",14.71732873
"AJX000139275",28.00278073
"AJX000139276",43.23036128
"AJX000139277",11.3704464
"AJX000139278",11.89167571
"AJX000139279",22.39789821
"AJX000139280",31.86197432
"AJX000139281",72.81990243
"AJX000139282",13.40069822
"AJX000139283",12.02464569
"AJX000139284",9.993020177
"AJX000139285",10.47066802
"AJX000139286",9.973608246
"AJX000139287",11.17045127
"AJX000139288",11.10238758
"AJX000139289",11.32604038
"AJX000139290",14.87833207
"AJX000139291",13.99465637
"AJX000139292",10.93201817
"AJX000139293",12.65682908
"AJX000139294",11.01795708
"AJX000139295",10.86165694
"AJX000139296",13.68307717
"AJX000139297",10.50834259
"AJX000139298",14.8017784
"AJX000139299",10.35755237
"AJX000139300",10.89283931
"AJX000139301",11.29086699
"AJX000139302",11.38877908
"AJX000139303",11.7117811
"AJX000139304",11.67877935
"AJX000139305",12.46640745
"AJX000139306",14.57708324
"AJX000139307",9.961624745
"AJX000139308",13.22063893
"AJX000139309",40.91431734
"AJX000139310",35.52795023
"AJX000139311",13.44961324
"AJX000139312",11.60796064
"AJX000139313",10.96540621
"AJX000139314",14.13080722
"AJX000139315",12.26511702
"AJX000139316",11.28148637
"AJX000139317",46.8707346
"AJX000139318",20.86147141
"AJX000139319",14.11891558
"AJX000139320",65.71971945
"AJX000139321",21.70866705
"AJX000139322",34.24986345
"AJX000139323",13.97850802
"AJX000139324",14.8017784
"AJX000139325",13.43953755
"AJX000139326",10.41856776
"AJX000139327",11.3869691
"AJX000139328",13.2156105
"AJX000139329",10.90958055
"AJX000139330",16.40293869
"AJX000139331",22.14779765
"AJX000139332",14.67969265
"AJX000139333",11.59856865
"AJX000139334",15.1197543
"AJX000139335",18.01923574
"AJX000139336",13.99447028
"AJX000139337",22.42497421
"AJX000139338",43.12941463
"AJX000139339",10.13661323
"AJX000139340",10.90040992
"AJX000139341",11.27811628
"AJX000139342",10.87961225
"AJX000139343",11.16068906
"AJX000139344",11.0162706
"AJX000139345",11.67829642
"AJX000139346",11.81320054
"AJX000139347",12.46103749
"AJX000139348",12.37695635
"AJX000139349",12.81978606
"AJX000139350",10.35755237
"AJX000139351",14.8017784
"AJX000139352",11.24413862
"AJX000139353",14.42000627
"AJX000139354",11.40197221
"AJX000139355",11.99842526
"AJX000139356",16.85802063
"AJX000139357",12.55580337
"AJX000139358",11.48731627
"AJX000139359",10.35755237
"AJX000139360",12.54166574
"AJX000139361",11.6346001
"AJX000139362",12.99533188
"AJX000139363",13.78544113
"AJX000139364",17.97263314
"AJX000139365",14.04784583
"AJX000139366",11.13032149
"AJX000139367",12.24968063
"AJX000139368",11.55291086
"AJX000139369",13.45796164
"AJX000139370",86.76999307
"AJX000139371",11.85295752
"AJX000139372",18.21170245
"AJX000139373",11.9250316
"AJX000139374",11.2868883
"AJX000139375",16.62372862
"AJX000139376",12.05822187
"AJX000139377",28.83295331
"AJX000139378",11.14304181
"AJX000139379",12.00704792
"AJX000139380",13.44957236
"AJX000139381",11.33295858
"AJX000139382",11.71004423
"AJX000139383",10.98335386
"AJX000139384",21.71339111
"AJX000139385",12.77802158
"AJX000139386",10.83509149
"AJX000139387",10.59761258
"AJX000139388",14.50125276
"AJX000139389",27.94770544
"AJX000139390",11.41055213
"AJX000139391",12.58603512
"AJX000139392",14.2185033
"AJX000139393",10.63522854
"AJX000139394",11.20401448
"AJX000139395",13.5514022
"AJX000139396",10.35755237
"AJX000139397",12.78596049
"AJX000139398",13.22120277
"AJX000139399",10.73635583
"AJX000139400",11.10110177
"AJX000139401",13.86876066
"AJX000139402",10.3677057
"AJX000139403",18.62165424
"AJX000139404",22.29802003
"AJX000139405",18.32673731
"AJX000139406",14.81099977
"AJX000139407",14.70552523
"AJX000139408",14.01913796
"AJX000139409",11.42318452
"AJX000139410",11.33203791
"AJX000139411",14.47852917
"AJX000139412",11.61363439
"AJX000139413",15.3991837
"AJX000139414",11.96788871
"AJX000139415",13.21866296
"AJX000139416",14.60990943
"AJX000139417",10.6631211
"AJX000139418",14.10112691
"AJX000139419",13.97850802
"AJX000139420",11.01728711
"AJX000139421",11.37718189
"AJX000139422",13.74299236
"AJX000139423",11.88275866
"AJX000139424",11.42221528
"AJX000139425",10.35755237
"AJX000139426",13.25847488
"AJX000139427",14.80292776
"AJX000139428",12.17577839
"AJX000139429",28.91861597
"AJX000139430",10.95895182
"AJX000139431",10.80017991
"AJX000139432",13.07450868
"AJX000139433",10.94074654
"AJX000139434",14.77638314
"AJX000139435",10.8965203
"AJX000139436",58.57741777
"AJX000139437",10.9393583
"AJX000139438",9.904403872
"AJX000139439",11.20879126
"AJX000139440",14.88096092
"AJX000139441",27.03467961
"AJX000139442",11.82062609
"AJX000139443",10.7450032
"AJX000139444",16.6447568
"AJX000139445",12.31441159
"AJX000139446",14.0612196
"AJX000139447",10.67134177
"AJX000139448",10.96540621
"AJX000139449",13.9606262
"AJX000139450",12.30983629
"AJX000139451",10.54629865
"AJX000139452",11.9210038
"AJX000139453",10.76208648
"AJX000139454",25.67543589
"AJX000139455",11.30761807
"AJX000139456",11.09521619
"AJX000139457",10.13594874
"AJX000139458",13.59569564
"AJX000139459",11.75712374
"AJX000139460",17.59804557
"AJX000139461",42.66404946
"AJX000139462",13.79143532
"AJX000139463",14.05840019
"AJX000139464",10.76575737
"AJX000139465",30.59766275
"AJX000139466",10.73650892
"AJX000139467",12.91781847
"AJX000139468",10.76503808
"AJX000139469",18.48432966
"AJX000139470",17.04309971
"AJX000139471",15.12982576
"AJX000139472",11.17590938
"AJX000139473",10.35755237
"AJX000139474",43.93525246
"AJX000139475",27.88023995
"AJX000139476",10.35755237
"AJX000139477",13.98271989
"AJX000139478",11.74304696
"AJX000139479",10.79554741
"AJX000139480",12.89827155
"AJX000139481",11.33203791
"AJX000139482",14.56284428
"AJX000139483",14.45755308
"AJX000139484",11.05586592
"AJX000139485",10.57000869
"AJX000139486",10.25983095
"AJX000139487",10.99203839
"AJX000139488",11.10482967
"AJX000139489",11.59141986
"AJX000139490",11.17590938
"AJX000139491",10.73635583
"AJX000139492",11.84668839
"AJX000139493",30.74293979
"AJX000139494",58.61348655
"AJX000139495",12.49519342
"AJX000139496",14.23701814
"AJX000139497",13.99465637
"AJX000139498",11.13947283
"AJX000139499",14.12870529
"AJX000139500",12.37559159
"AJX000139501",11.55514901
"AJX000139502",10.73635583
"AJX000139503",12.91771136
"AJX000139504",10.85483384
"AJX000139505",58.57912304
"AJX000139506",58.57741777
"AJX000139507",11.69996303
"AJX000139508",14.23526028
"AJX000139509",13.04079397
"AJX000139510",11.68344008
"AJX000139511",40.42192908
"AJX000139512",11.32620224
"AJX000139513",11.64963585
"AJX000139514",13.28362218
"AJX000139515",12.02333978
"AJX000139516",11.32620224
"AJX000139517",11.12995808
"AJX000139518",10.35755237
"AJX000139519",63.18545812
"AJX000139520",11.13191632
"AJX000139521",11.61001148
"AJX000139522",18.42265332
"AJX000139523",15.3613039
"AJX000139524",10.03060338
"AJX000139525",11.20879126
"AJX000139526",10.8965203
"AJX000139527",11.51862566
"AJX000139528",11.45111028
"AJX000139529",10.54629865
"AJX000139530",10.37102417
"AJX000139531",28.8074543
"AJX000139532",14.85810185
"AJX000139533",24.47685979
"AJX000139534",11.54888243
"AJX000139535",9.961624745
"AJX000139536",13.19451399
"AJX000139537",11.17590938
"AJX000139538",10.35755237
"AJX000139539",12.67523555
"AJX000139540",10.35755237
"AJX000139541",18.77209245
"AJX000139542",11.67570031
"AJX000139543",10.92940428
"AJX000139544",13.17287479
"AJX000139545",11.16013492
"AJX000139546",11.77278277
"AJX000139547",13.76766005
"AJX000139548",10.39944519
"AJX000139549",10.82209754
"AJX000139550",11.20879126
"AJX000139551",10.95302694
"AJX000139552",15.93301188
"AJX000139553",10.35755237
"AJX000139554",18.50088134
"AJX000139555",14.73228609
"AJX000139556",22.69939285
"AJX000139557",10.94578644
"AJX000139558",16.33201735
"AJX000139559",9.975096548
"AJX000139560",11.82344073
"AJX000139561",14.42300618
"AJX000139562",12.8875126
"AJX000139563",12.88673558
"AJX000139564",11.73183113
"AJX000139565",11.00244771
"AJX000139566",11.81584853
"AJX000139567",46.04864614
"AJX000139568",13.90296554
"AJX000139569",11.6579993
"AJX000139570",13.85222374
"AJX000139571",98.16569837
"AJX000139572",10.86438829
"AJX000139573",11.56307356
"AJX000139574",12.02146077
"AJX000139575",29.10269761
"AJX000139576",20.58981698
"AJX000139577",10.07353979
"AJX000139578",12.11136502
"AJX000139579",11.01423185
"AJX000139580",10.35755237
"AJX000139581",11.3606364
"AJX000139582",11.55683416
"AJX000139583",13.97850802
"AJX000139584",12.6570322
"AJX000139585",10.35755237
"AJX000139586",13.61410072
"AJX000139587",11.42221528
"AJX000139588",24.35069428
"AJX000139589",13.13689733
"AJX000139590",10.11152044
"AJX000139591",11.3752507
"AJX000139592",58.51229272
"AJX000139593",9.961624745
"AJX000139594",11.07823061
"AJX000139595",11.25736859
"AJX000139596",16.62500698
"AJX000139597",11.056431
"AJX000139598",10.88821681
"AJX000139599",13.56521113
"AJX000139600",11.98153517
"AJX000139601",11.69584261
"AJX000139602",11.75452738
"AJX000139603",11.29863957
"AJX000139604",15.3613039
"AJX000139605",11.2603298
"AJX000139606",22.15553286
"AJX000139607",15.23200426
"AJX000139608",10.7450032
"AJX000139609",25.41245612
"AJX000139610",12.37118939
"AJX000139611",12.66475376
"AJX000139612",11.17590938
"AJX000139613",13.27621554
"AJX000139614",17.02110232
"AJX000139615",14.85104596
"AJX000139616",17.84338061
"AJX000139617",11.53745044
"AJX000139618",11.61707385
"AJX000139619",17.47934691
"AJX000139620",10.58842369
"AJX000139621",10.78614191
"AJX000139622",10.67719968
"AJX000139623",10.09756827
"AJX000139624",10.6008714
"AJX000139625",13.97850802
"AJX000139626",13.6436564
"AJX000139627",12.13351544
"AJX000139628",9.973608246
"AJX000139629",10.03060338
"AJX000139630",13.4396013
"AJX000139631",17.91772921
"AJX000139632",13.91976859
"AJX000139633",10.97237623
"AJX000139634",14.17852597
"AJX000139635",11.2132896
"AJX000139636",11.50205529
"AJX000139637",11.98370269
"AJX000139638",11.0306367
"AJX000139639",11.73183113
"AJX000139640",14.1089669
"AJX000139641",10.06450207
"AJX000139642",10.51894873
"AJX000139643",11.50354339
"AJX000139644",12.4673139
"AJX000139645",34.30930288
"AJX000139646",11.10110177
"AJX000139647",11.36431009
"AJX000139648",11.50771108
"AJX000139649",13.12083933
"AJX000139650",10.6028071
"AJX000139651",27.4438504
"AJX000139652",28.4582247
"AJX000139653",10.35755237
"AJX000139654",12.17616055
"AJX000139655",11.3339619
"AJX000139656",35.31835117
"AJX000139657",12.94991762
"AJX000139658",13.88144944
"AJX000139659",10.37102417
"AJX000139660",13.07631059
"AJX000139661",23.60177292
"AJX000139662",10.5833488
"AJX000139663",12.10294476
"AJX000139664",13.33339526
"AJX000139665",10.96540621
"AJX000139666",14.1881462
"AJX000139667",15.39770795
"AJX000139668",11.36529031
"AJX000139669",11.36713822
"AJX000139670",10.20171634
"AJX000139671",11.97769312
"AJX000139672",12.20968423
"AJX000139673",13.07711205
"AJX000139674",15.49562472
"AJX000139675",10.64148117
"AJX000139676",11.04334205
"AJX000139677",10.35755237
"AJX000139678",11.83933132
"AJX000139679",23.94635942
"AJX000139680",11.46214425
"AJX000139681",10.46523439
"AJX000139682",12.19164317
"AJX000139683",23.48473488
"AJX000139684",12.68014648
"AJX000139685",10.96595197
"AJX000139686",13.97850802
"AJX000139687",13.11445281
"AJX000139688",11.47690272
"AJX000139689",18.56589182
"AJX000139690",16.64387474
"AJX000139691",10.61066139
"AJX000139692",12.15242492
"AJX000139693",14.8017784
"AJX000139694",13.34468843
"AJX000139695",13.96913823
"AJX000139696",18.37394185
"AJX000139697",14.57040702
"AJX000139698",13.97850802
"AJX000139699",18.6036673
"AJX000139700",10.35755237
"AJX000139701",11.2000714
"AJX000139702",9.975096548
"AJX000139703",49.20054318
"AJX000139704",12.69213898
"AJX000139705",10.99533135
"AJX000139706",11.37417269
"AJX000139707",57.02943733
"AJX000139708",10.65033238
"AJX000139709",11.73010753
"AJX000139710",9.975096548
"AJX000139711",12.6034888
"AJX000139712",12.20560506
"AJX000139713",10.55094894
"AJX000139714",11.40931752
"AJX000139715",14.10094558
"AJX000139716",12.20276227
"AJX000139717",10.92043135
"AJX000139718",11.99668631
"AJX000139719",12.0469539
"AJX000139720",10.91315292
"AJX000139721",58.51229272
"AJX000139722",11.05872159
"AJX000139723",13.12453567
